polo_uid,legacy_id,polo_nombre,referente_id,nombre,categoria_referente,categoria_visual,simbolo_visual,subcategoria,direccion,lat,lon,barrio,comuna,estado_vigencia,fecha_verificacion,reconocimiento,fuente,nivel_confianza,motivo_inclusion,asignacion_metodo,estado_trazabilidad_asignacion,fuente_asignacion_individualizada,posicion,clasificacion_propuesta,publicable_en_panel_territorial,tratamiento_editorial_post_auditoria,dist_borde_m_recalculada,dist_fuera_m_recalculada,cae_dentro_de,polo_mas_cercano,n_polos_del_referente,fundamento,recomendacion_editorial,tratamiento_en_ficha,bloque_en_ficha,alerta,es_icono_principal,estado_icono_principal,puntaje_icono_principal_propuesto,elegible_icono_principal_propuesto,regla_icono_principal,es_ancla,observaciones,fuera_geometria,cerca_borde_50m,distancia_borde_m,relacion_espacial,relacion_espacial_etiqueta,umbral_relacion_espacial_m
POLO-R01,R01,Palermo,HITO-H151,El Preferido de Palermo,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Jorge Luis Borges 2108,-34.585456,-58.4253,Palermo,Comuna 14,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,315.006,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 315.0 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,315.006,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-038,El Preferido de Palermo,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Jorge Luis Borges 2108,-34.585456,-58.4253,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/el-preferido-de-palermo,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,315.006,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 315.0 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,315.006,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-021,Fogón Asado,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Uriarte 1423,-34.58852,-58.433587,Palermo,Comuna 14,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fogon-asado,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,187.937,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 187.9 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,187.937,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H159,Gran Dabbang,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best 2025 (51-100),Av. Raul Scalabrini Ortiz 1543,-34.591349,-58.425449,Palermo,Comuna 14,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best 2025 (51-100),The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,87.683,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 87.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,87.683,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-015,Mengano,Bib Gourmand,Distinción MICHELIN,STAR,selección MICHELIN,José Antonio Cabrera 5172,-34.588943,-58.433757,Palermo,Comuna 14,SIN_VERIFICAR,2026-08-08,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mengano,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,169.912,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 169.9 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Varela Varelita**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,169.912,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MG-0008,Mercado Bonpland,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Bonpland 1660,-34.583708,-58.437834,Palermo,Comuna 14,SIN_VERIFICAR,,Mercado o patio documentado,REFERENTES_2026 + dirección documental,sin_resolver,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,357.335,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 357.3 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,Mercado; panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,44,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,357.335,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-006,Mercado de Liniers,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Gorriti 6012,-34.581688,-58.441598,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mercado-de-liniers,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,169.497,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 169.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,169.497,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-022,Nika Club Omakase,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Nicaragua 5952,-34.5789,-58.437129,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nika-club-omakase,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,122.042,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 122.0 m del borde.",Publicar en el panel de referentes de la ficha.,NO_MENCIONADO,,referente interior ausente de su ficha,NO,PROPUESTA_NO_INSTITUCIONAL,33,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,NO,122.042,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H150,Nino Gordo,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Thames 1810,-34.5866,-58.429023,Palermo,Comuna 14,SIN_VERIFICAR,,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,414.78,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 414.8 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,414.78,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-034,Niño Gordo,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Thames 1810,-34.5866,-58.429023,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nino-gordo,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,414.78,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 414.8 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,414.78,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-041,Raggio Osteria,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Gurruchaga 2121,-34.586135,-58.424182,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/raggio-osteria,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,276.352,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 276.4 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,276.352,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-010,Reliquia,Bib Gourmand,Distinción MICHELIN,STAR,selección MICHELIN,Ángel Justiniano Carranza 1601,-34.58328,-58.439119,Palermo,Comuna 14,SIN_VERIFICAR,,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/reliquia,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,439.92,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 439.9 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,439.92,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H161,Tres Monos,Latin America’s 50 Best,Ranking internacional,PLUS,The World's 50 Best Bars 2025,Guatemala 4899,-34.584905,-58.426167,Palermo,Comuna 14,SIN_VERIFICAR,,The World's 50 Best Bars 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,273.551,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 273.6 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,273.551,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-026,Uni Omakase,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Guatemala 5820,-34.578581,-58.434262,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/uni-omakase,alta,referente documentado; asignación geometria,GEOMETRIA,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,59.445,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 59.4 m del borde.",Publicar en el panel de referentes de la ficha.,NO_MENCIONADO,,referente interior ausente de su ficha,NO,PROPUESTA_NO_INSTITUCIONAL,33,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,NO,,NO,NO,59.445,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H085,Varela Varelita,Bar Notable,Bar Notable,CIRCLE,,Av. Scalabrini Ortiz 2102,-34.58764,-58.420109,Palermo,Comuna 14,OPERATIVO,2026-06-25,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,DOCUMENTO,SIN_FUENTE_INDIVIDUALIZADA,,EXTERIOR,ENTORNO_CERCANO,NO,PROSA_ENTORNO_CON_DISTANCIA,82.354,82.354,,POLO-R01,1,"El punto está afuera, a 82 m del borde, y no cae adentro de ningún otro polo.","No publicar en el panel. Nombrar como referente del entorno, con su distancia.",MENCIONADO_FUERA_DEL_PANEL,"Varela Varelita**, Av",,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,Fuera de la geometría; asociación documental explícita.,SI,NO,82.354,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H163,Victor Audio Bar,Latin America’s 50 Best,Ranking internacional,PLUS,The World's 50 Best Bars 2025 (51-100),Soler 5130,-34.583809,-58.428974,Palermo,Comuna 14,SIN_VERIFICAR,,The World's 50 Best Bars 2025 (51-100),The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,135.763,0.0,,POLO-R01,1,"El punto está adentro del polígono, a 135.8 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes,,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,135.763,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H011,Bar Lavalle,Bar Notable,Bar Notable,CIRCLE,,Lavalle 1693,-34.60304,-58.391002,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,60.736,0.0,,POLO-R02,1,"El punto está adentro del polígono, a 60.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Bar Lavalle**, Lavalle 1693 — veri; panel de referentes",,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,60.736,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H038,Celta Bar,Bar Notable,Bar Notable,CIRCLE,,Sarmiento 1702,-34.605579,-58.390932,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,34.919,0.0,,POLO-R02,1,"El punto está adentro del polígono, a 34.9 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Celta Bar**, Sarmiento 1702 esquin; Lo que falta precisar; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,34.919,DENTRO,referente dentro del polo,0 / 50 / 250
