polo_uid,legacy_id,polo_nombre,referente_id,nombre,categoria_referente,categoria_visual,simbolo_visual,subcategoria,direccion,lat,lon,barrio,comuna,estado_vigencia,fecha_verificacion,reconocimiento,fuente,nivel_confianza,motivo_inclusion,asignacion_metodo,estado_trazabilidad_asignacion,fuente_asignacion_individualizada,posicion,clasificacion_propuesta,publicable_en_panel_territorial,tratamiento_editorial_post_auditoria,dist_borde_m_recalculada,dist_fuera_m_recalculada,cae_dentro_de,polo_mas_cercano,n_polos_del_referente,fundamento,recomendacion_editorial,tratamiento_en_ficha,bloque_en_ficha,alerta,es_icono_principal,estado_icono_principal,puntaje_icono_principal_propuesto,elegible_icono_principal_propuesto,regla_icono_principal,es_ancla,observaciones,fuera_geometria,cerca_borde_50m,distancia_borde_m,relacion_espacial,relacion_espacial_etiqueta,umbral_relacion_espacial_m
POLO-R05,R05,Belgrano,HITO-MG-0002,Mercado de Belgrano,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Av. Juramento 2527,-34.562848,-58.458147,Belgrano,Comuna 13,SIN_VERIFICAR,2026-08-08,Mercado o patio documentado,REFERENTES_2026 + dirección documental,sin_resolver,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,62.996,0.0,,POLO-R05,1,"El punto está adentro del polígono, a 63.0 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,Mercado; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,44,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,62.996,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-H006,BAR DEL ALVEAR PALACE HOTEL,Bar Notable,Bar Notable,CIRCLE,,Av. Alvear 1891,-34.587677,-58.388996,Recoleta,Comuna 2,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,98.669,0.0,,POLO-R06,1,"El punto está adentro del polígono, a 98.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,15/10/2025**; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,98.669,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-H061,LA BIELA,Bar Notable,Bar Notable,CIRCLE,,Av. Quintana 600,-34.587834,-58.390761,Recoleta,Comuna 2,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,52.83,0.0,,POLO-R06,1,"El punto está adentro del polígono, a 52.8 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Buller**, que lo siguieron sin año; Lo que falta precisar; julio de 2026**; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,52.83,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R06,R06,Recoleta,HITO-DIR-012,Los Maestros,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2026),Parana 1249,-34.593727,-58.388633,Recoleta,Comuna 2,SIN_VERIFICAR,,APYCE + GCBA (2026),https://losmaestros.com.ar/,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,95.483,0.0,,POLO-R06,1,"El punto está adentro del polígono, a 95.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes; reconocimiento oficial,,SI,PROPUESTA_NO_INSTITUCIONAL,63,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,95.483,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R07,R07,Costanera Norte,HITO-ICO-007,Happening,Restaurante Icónico,Restaurante icónico,SQUARE,,"OBLIGADO RAFAEL, AV.COSTANERA 7030",-34.544109,-58.432401,Belgrano,Comuna 13,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/happening,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,13.782,0.0,,POLO-R07,1,"El punto está adentro del polígono, a 13.8 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,Happening** (Av; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,13.782,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R07,R07,Costanera Norte,HITO-MG-0011,Patio Costanera Norte,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Avenida Costanera Rafael Obligado 7010,-34.5443,-58.43215,Belgrano,Comuna 13,SIN_VERIFICAR,2026-08-08,Mercado o patio documentado,REFERENTES_2026,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,14.424,0.0,,POLO-R07,1,"El punto está adentro del polígono, a 14.4 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,Happening** (Av; Lo que falta precisar; Mercado; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,49,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,14.424,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-MIC-004,Fico,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Muñecas 775,-34.600741,-58.44549,Villa Crespo,Comuna 15,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fico-1213659,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,108.665,0.0,,POLO-R08,1,"El punto está adentro del polígono, a 108.7 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes; verificado abierto el 08/06/2026**,,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,108.665,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-MIC-016,Julia,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Loyola 807,-34.593368,-58.437876,Villa Crespo,Comuna 15,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/julia-1206804,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,112.602,0.0,,POLO-R08,1,"El punto está adentro del polígono, a 112.6 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,panel de referentes; verificado abierto el 08/06/2026**,,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,112.602,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R08,R08,Villa Crespo,HITO-H033,SAN BERNARDO,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 5436,-34.597863,-58.441098,Villa Crespo,Comuna 15,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,583.086,0.0,,POLO-R08,1,"El punto está adentro del polígono, a 583.1 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"Café San Bernardo**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,583.086,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R10,R10,Caballito,HITO-H090,Confiteria El Greco,Bar Notable,Bar Notable,CIRCLE,,Av. Rivadavia 5353,-34.620162,-58.440853,Caballito,Comuna 6,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,370.575,0.0,,POLO-R10,1,"El punto está adentro del polígono, a 370.6 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,370.575,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R10,R10,Caballito,HITO-MG-0003,Mercado del Progreso,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Av. Rivadavia 5430,-34.621044,-58.441696,Caballito,Comuna 6,SIN_VERIFICAR,2026-08-08,Mercado o patio documentado,REFERENTES_2026 + dirección documental,sin_resolver,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,270.456,0.0,,POLO-R10,1,"El punto está adentro del polígono, a 270.5 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,Lo que falta precisar; Mercado; estado de los referentes; panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,44,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,270.456,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R11,R11,Boulevard Caseros,HITO-H019,Britanico,Bar Notable,Bar Notable,CIRCLE,,Brasil 399,-34.625306,-58.370839,San Telmo,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,31.58,0.0,,POLO-R11,1,"El punto está adentro del polígono, a 31.6 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Alcance de estas cifras; El Bar Británico**, esquina de Def; Lo que falta precisar; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,90,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,31.58,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H003,Bar Bidou,Bar Notable,Bar Notable,CIRCLE,,Av. Roque Saenz Pena 858,-34.605223,-58.378784,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,43.893,0.0,,POLO-R12,1,"El punto está adentro del polígono, a 43.9 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,"Café Tortoni**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,43.893,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H042,Confitería Ideal,Bar Notable,Bar Notable,CIRCLE,,Suipacha 384,-34.603924,-58.37949,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,0.287,0.0,,POLO-R12,1,"El punto está adentro del polígono, a 0.3 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,0.287,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R12,R12,Centro y Microcentro,HITO-H053,El Querandi,Bar Notable,Bar Notable,CIRCLE,,Peru 302,-34.611647,-58.374749,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR_PROXIMO_AL_BORDE,SI,PANEL_TERRITORIAL,19.176,0.0,,POLO-R12,2,"El punto está adentro del polígono, a 19.2 m del borde. Un ajuste menor de la delimitación lo deja afuera.","Publicar en el panel, y marcar internamente que depende del trazado del borde.",EN_PANEL_DE_REFERENTES,panel de referentes,,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,SI,19.176,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R13,R13,Abasto,HITO-H054,EL SIMBOLO,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 3787,-34.603404,-58.417844,Almagro,Comuna 5,OPERATIVO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,286.644,0.0,,POLO-R13,2,"El punto está adentro del polígono, a 286.6 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"El Símbolo**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,286.644,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R13,R13,Abasto,HITO-H044,El Banderin,Bar Notable,Bar Notable,CIRCLE,,Guardia Vieja 3601,-34.601649,-58.415489,Almagro,Comuna 5,OPERATIVO,2026-06-16,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,GEOMETRIA+DOCUMENTO,GEOMETRIA_REPRODUCIDA,,INTERIOR,INTERIOR,SI,PANEL_TERRITORIAL,112.871,0.0,,POLO-R13,2,"El punto está adentro del polígono, a 112.9 m del borde.",Publicar en el panel de referentes de la ficha.,EN_PANEL_DE_REFERENTES,"El Símbolo**, Av; panel de referentes",,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md; sólo relaciones INTERIOR,SI,,NO,NO,112.871,DENTRO,referente dentro del polo,0 / 50 / 250
