quarantine_path,orig_path,name,ext,size_bytes,mtime,family,quarantine_reason_subdir,references_found,prev_classification,classification,risk,recommendation,disposition_2026_06_29
_delete_candidates/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO.pdf,outputs/casas_pastas_reporte/INFORME_CASAS_PASTAS_INTEGRADO.pdf,INFORME_CASAS_PASTAS_INTEGRADO.pdf,pdf,155392,2026-06-20 14:47,casas,casas_de_pastas/informes_viejos,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO.pdf
_delete_candidates/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO_V2.md,outputs/casas_pastas_reporte/INFORME_CASAS_PASTAS_INTEGRADO_V2.md,INFORME_CASAS_PASTAS_INTEGRADO_V2.md,md,3726,2026-06-20 16:24,casas,casas_de_pastas/informes_viejos,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO_V2.md
_delete_candidates/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO_V2.pdf,outputs/casas_pastas_reporte/INFORME_CASAS_PASTAS_INTEGRADO_V2.pdf,INFORME_CASAS_PASTAS_INTEGRADO_V2.pdf,pdf,244974,2026-06-20 16:24,casas,casas_de_pastas/informes_viejos,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO_V2.pdf
_delete_candidates/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO_V3.md,outputs/casas_pastas_reporte/INFORME_CASAS_PASTAS_INTEGRADO_V3.md,INFORME_CASAS_PASTAS_INTEGRADO_V3.md,md,5758,2026-06-21 18:11,casas,casas_de_pastas/informes_viejos,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO_V3.md
_delete_candidates/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO_V3.pdf,outputs/casas_pastas_reporte/INFORME_CASAS_PASTAS_INTEGRADO_V3.pdf,INFORME_CASAS_PASTAS_INTEGRADO_V3.pdf,pdf,835104,2026-06-21 18:11,casas,casas_de_pastas/informes_viejos,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/informes_viejos/INFORME_CASAS_PASTAS_INTEGRADO_V3.pdf
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254.zip,outputs/casas_pastas_reporte/PACK_REVISION_EXTERNA_254.zip,PACK_REVISION_EXTERNA_254.zip,zip,815082,2026-06-21 18:14,casas,casas_de_pastas/packs_revision,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254.zip
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/calidad_google_queries.csv,outputs/casas_pastas_reporte/calidad_google_queries.csv,calidad_google_queries.csv,csv,877,2026-06-20 14:08,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\google_places_integrar.py; scripts\casas_pastas\google_places_publicar_sanitizado.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/calidad_google_queries.csv
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/cobertura_cadenas_e_independientes.csv,outputs/casas_pastas_reporte/cobertura_cadenas_e_independientes.csv,cobertura_cadenas_e_independientes.csv,csv,397,2026-06-20 14:47,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\google_places_fix_cadenas.py; scripts\casas_pastas\google_places_integrar.py; scripts\casas_pastas\google_places_publicar_sanitizado.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/cobertura_cadenas_e_independientes.csv
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/densidad_integrado_por_barrio_v3_depurado.csv,outputs/casas_pastas_reporte/densidad_integrado_por_barrio_v3_depurado.csv,densidad_integrado_por_barrio_v3_depurado.csv,csv,1235,2026-06-20 23:52,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\aplicar_revision_diego.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/densidad_integrado_por_barrio_v3_depurado.csv
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/densidad_integrado_por_comuna_v3_depurado.csv,outputs/casas_pastas_reporte/densidad_integrado_por_comuna_v3_depurado.csv,densidad_integrado_por_comuna_v3_depurado.csv,csv,352,2026-06-20 23:52,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\aplicar_revision_diego.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/densidad_integrado_por_comuna_v3_depurado.csv
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/DOMINGO_REVISION_FINAL_254.txt,outputs/casas_pastas_reporte/DOMINGO_REVISION_FINAL_254.txt,DOMINGO_REVISION_FINAL_254.txt,txt,7384,2026-06-21 12:45,casas,casas_de_pastas/packs_revision,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/DOMINGO_REVISION_FINAL_254.txt
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/INFORME_CASAS_PASTAS_INTEGRADO_V3.md,outputs/casas_pastas_reporte/INFORME_CASAS_PASTAS_INTEGRADO_V3.md,INFORME_CASAS_PASTAS_INTEGRADO_V3.md,md,5758,2026-06-21 18:14,casas,casas_de_pastas/packs_revision,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/INFORME_CASAS_PASTAS_INTEGRADO_V3.md
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/INFORME_CASAS_PASTAS_INTEGRADO_V3.pdf,outputs/casas_pastas_reporte/INFORME_CASAS_PASTAS_INTEGRADO_V3.pdf,INFORME_CASAS_PASTAS_INTEGRADO_V3.pdf,pdf,835104,2026-06-21 18:14,casas,casas_de_pastas/packs_revision,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/INFORME_CASAS_PASTAS_INTEGRADO_V3.pdf
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/integrado_por_barrio_v3_depurado.csv,outputs/casas_pastas_reporte/integrado_por_barrio_v3_depurado.csv,integrado_por_barrio_v3_depurado.csv,csv,1235,2026-06-20 23:52,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\aplicar_revision_diego.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/integrado_por_barrio_v3_depurado.csv
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/integrado_por_comuna_v3_depurado.csv,outputs/casas_pastas_reporte/integrado_por_comuna_v3_depurado.csv,integrado_por_comuna_v3_depurado.csv,csv,352,2026-06-20 23:52,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\aplicar_revision_diego.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/integrado_por_comuna_v3_depurado.csv
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/integrado_por_fuente_v3_depurado.csv,outputs/casas_pastas_reporte/integrado_por_fuente_v3_depurado.csv,integrado_por_fuente_v3_depurado.csv,csv,170,2026-06-21 12:43,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\aplicar_revision_diego.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/integrado_por_fuente_v3_depurado.csv
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/MANIFIESTO_PACK_REVISION_EXTERNA_254.txt,outputs/casas_pastas_reporte/MANIFIESTO_PACK_REVISION_EXTERNA_254.txt,MANIFIESTO_PACK_REVISION_EXTERNA_254.txt,txt,2361,2026-06-21 18:13,casas,casas_de_pastas/packs_revision,(ninguna funcional en cadena vigente),KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Documento/informe/pack de versión superada con valor histórico-documental. No requerido por la cadena vigente (validador actualizado ya no lo exige).,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/MANIFIESTO_PACK_REVISION_EXTERNA_254.txt
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/mapa_puntos_sanitizado_v3_depurado.geojson,outputs/casas_pastas_reporte/mapa_puntos_sanitizado_v3_depurado.geojson,mapa_puntos_sanitizado_v3_depurado.geojson,geojson,82922,2026-06-20 23:52,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\aplicar_revision_diego.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/mapa_puntos_sanitizado_v3_depurado.geojson
_delete_candidates/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/resumen_integrado_v3_depurado.csv,outputs/casas_pastas_reporte/resumen_integrado_v3_depurado.csv,resumen_integrado_v3_depurado.csv,csv,665,2026-06-20 23:52,casas,casas_de_pastas/packs_revision,scripts\casas_pastas\aplicar_revision_diego.py; scripts\casas_pastas\build_pdf_integrado_v4.py,KEEP_AS_ARCHIVE,KEEP_AS_ARCHIVE,bajo,Copia dentro del pack de revisión externa V3 (snapshot histórico). El original vive fuera de cuarentena; el pack se conserva como archivo.,ARCHIVADO -> _archive_historico/casas_de_pastas/packs_revision/PACK_REVISION_EXTERNA_254/resumen_integrado_v3_depurado.csv
_delete_candidates/mercados_gastro/csv_intermedios/afirmaciones_mercados_v2_3.csv,outputs/mercados_caba/sanitized/afirmaciones_mercados_v2_3.csv,afirmaciones_mercados_v2_3.csv,csv,4394,2026-06-24 15:39,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/campos_objetivo_mercados.csv,outputs/mercados_caba/sanitized/campos_objetivo_mercados.csv,campos_objetivo_mercados.csv,csv,3086,2026-06-23 16:14,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/candidatos_mercados_fuentes_internas_v2.csv,outputs/mercados_caba/sanitized/candidatos_mercados_fuentes_internas_v2.csv,candidatos_mercados_fuentes_internas_v2.csv,csv,6465,2026-06-24 10:47,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\build_inventario_fuentes_internas_mercados.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,CSV con referencia en script vigente (no en la cadena del PDF final). Confirmar uso antes de borrar.,ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/candidatos_mercados_fuentes_internas_v2.csv
_delete_candidates/mercados_gastro/csv_intermedios/contradicciones_y_brechas_v2_3.csv,outputs/mercados_caba/sanitized/contradicciones_y_brechas_v2_3.csv,contradicciones_y_brechas_v2_3.csv,csv,1458,2026-06-24 15:39,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/decisiones_que_permite_tomar_v4.csv,outputs/mercados_caba/sanitized/decisiones_que_permite_tomar_v4.csv,decisiones_que_permite_tomar_v4.csv,csv,1358,2026-06-24 20:52,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\build_pdf_from_markdown_master.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,"Insumo de un builder vigente SOLO en su modo standalone/main() (NO lo usa la cadena del PDF final, probado con cuarentena desactivada). Conservar por si se corre ese builder directo.",ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/decisiones_que_permite_tomar_v4.csv
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_documentales_mercados_v2.csv,outputs/mercados_caba/sanitized/fuentes_documentales_mercados_v2.csv,fuentes_documentales_mercados_v2.csv,csv,4621,2026-06-24 10:15,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_documentales_mercados_v2_2.csv,outputs/mercados_caba/sanitized/fuentes_documentales_mercados_v2_2.csv,fuentes_documentales_mercados_v2_2.csv,csv,6473,2026-06-24 11:44,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_documentales_mercados_v2_3.csv,outputs/mercados_caba/sanitized/fuentes_documentales_mercados_v2_3.csv,fuentes_documentales_mercados_v2_3.csv,csv,7304,2026-06-24 15:39,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_internas_mercados_resumen_v2.csv,outputs/mercados_caba/sanitized/fuentes_internas_mercados_resumen_v2.csv,fuentes_internas_mercados_resumen_v2.csv,csv,16516,2026-06-24 10:47,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\build_inventario_fuentes_internas_mercados.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,CSV con referencia en script vigente (no en la cadena del PDF final). Confirmar uso antes de borrar.,ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/fuentes_internas_mercados_resumen_v2.csv
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_mercados_candidatas.csv,outputs/mercados_caba/sanitized/fuentes_mercados_candidatas.csv,fuentes_mercados_candidatas.csv,csv,3183,2026-06-23 16:15,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_mercados_urls_v0.csv,outputs/mercados_caba/sanitized/fuentes_mercados_urls_v0.csv,fuentes_mercados_urls_v0.csv,csv,8371,2026-06-23 17:53,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_mercados_urls_v1.csv,outputs/mercados_caba/sanitized/fuentes_mercados_urls_v1.csv,fuentes_mercados_urls_v1.csv,csv,9471,2026-06-23 18:15,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_mercados_urls_v1_2.csv,outputs/mercados_caba/sanitized/fuentes_mercados_urls_v1_2.csv,fuentes_mercados_urls_v1_2.csv,csv,2811,2026-06-23 18:37,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/fuentes_url_truncadas_requieren_verificacion_v2_3.csv,outputs/mercados_caba/sanitized/fuentes_url_truncadas_requieren_verificacion_v2_3.csv,fuentes_url_truncadas_requieren_verificacion_v2_3.csv,csv,907,2026-06-24 15:39,mercados,mercados_gastro/csv_intermedios,(ninguna funcional en cadena vigente),REVIEW_REQUIRED,SAFE_TO_DELETE_AFTER_APPROVAL,bajo,CSV intermedio de relevamiento v0-v3 sin referencia funcional en la cadena vigente ni en el validador actualizado.,ELIMINADO_2026-06-29
_delete_candidates/mercados_gastro/csv_intermedios/google_places_matches_v1_2.csv,outputs/mercados_caba/sanitized/google_places_matches_v1_2.csv,google_places_matches_v1_2.csv,csv,2085,2026-06-24 10:51,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\google_places_mercados_enrichment.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,CSV con referencia en script vigente (no en la cadena del PDF final). Confirmar uso antes de borrar.,ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/google_places_matches_v1_2.csv
_delete_candidates/mercados_gastro/csv_intermedios/google_places_mercados_resumen_v2.csv,outputs/mercados_caba/sanitized/google_places_mercados_resumen_v2.csv,google_places_mercados_resumen_v2.csv,csv,712,2026-06-24 10:51,mercados,mercados_gastro/csv_intermedios,src\mercados_caba\google_places_mercados_enrichment.py,REVIEW_REQUIRED,REVIEW_REQUIRED,medio,CSV con referencia en script vigente (no en la cadena del PDF final). Confirmar uso antes de borrar.,ARCHIVADO -> _archive_historico/mercados_gastro/csv_intermedios_referenciados/google_places_mercados_resumen_v2.csv
