fuente,archivo_origen,id_registro_original,clave_habilitacion,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_panaderia,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones
F02,f02_habilitaciones_aprobadas_2015_2018.csv,69735,236527,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"CHILAVERT, MARTINIANO, CORONEL 6622",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,270024,236577/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MOSCONI GENERAL AV. 3446,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,350828,236588,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,BAUNESS 2095,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,88595,236783/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,LARRAZABAL 3543,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,240854,236803,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,DE LOS INCAS AV. 4225,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,374870,236814,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,OLAZABAL 3272,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,295899,237033/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"BEIRO, FRANCISCO AV. 5384",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,100179,237099,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MATHEU 1792,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,417103,237161/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,VIDAL 1773,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,214415,237277/3,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ENTRE RIOS AV. 1098,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,223686,237328/29,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,TALCAHUANO 392,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,218354,237509,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MORENO 1794,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,410681,237519/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CABILDO AV. 1690,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,178569,237893/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,RIO DE JANEIRO 106,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,140617,237909/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"FALCON, RAMON L.,CNEL. 1975",,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,147031,237939,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,YERBAL 2901,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,111240,238027,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,AZARA 234,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,140538,238028,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,PRIMERA JUNTA 1982,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,410279,238068/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,AMENABAR 1314,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,279450,238103,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ALVAREZ JONTE AV. 4873,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,335701,238166,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,DEL LIBERTADOR AV. 5990,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,340537,238419,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,RAMALLO 2369,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,254752,238482,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ARGERICH 2728,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,161086,238623,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"GOYENA, PEDRO AV. 835",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,190572,238626/3,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CORRIENTES AV. 3020,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,284068,238768/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ALVAREZ JONTE AV. 5290,,,,,,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,312172,238788,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,TRIUNVIRATO AV. 3916,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,131956,238897,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,RIVADAVIA AV. 6097,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,248195,239124/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"ARTIGAS, JOSE GERVASIO, GRAL. 1553",,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,215606,239200/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CHILE 561,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,238552,239385,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ALVAREZ THOMAS AV. 1355,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,326945,239437/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,BLANCO ENCALADA 2551,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,352113,239449/8,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,BAUNESS 2589,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,287815,239468/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,LOPE DE VEGA AV. 2855,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,408907,239487/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SUPERI 1399,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,327628,239530/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ROOSEVELT FRANKLIN D. 2531,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,276787,239531,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ALVAREZ JONTE AV. 4431,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,195305,239559,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,AGUERO 235,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,412707,239652,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ORTEGA Y GASSET 1801,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,193029,239810/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,JUJUY AV. 275,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,300380,239863/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,TRIUNVIRATO AV. 4099,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,262747,240026,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"JUSTO, JUAN B. AV. 6925",,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,269636,240147/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"BEIRO, FRANCISCO AV. 3491",,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,254314,240280/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,NAZCA AV. 2468,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,133470,240334,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,AVELLANEDA AV. 1932,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,10386,240367,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,PATRON 5689,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,375187,240384/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CABILDO AV. 2268,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,207157,240494/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CORDOBA AV. 2550,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,15203,240510,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ACASSUSO 6492,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,356222,240569/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"BALBIN, RICARDO, DR. AV. 3658",,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,325451,240628,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MOLDES 1915,,,,,,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
