hito_id,nombre,tipo,reconocimiento,direccion,barrio_declarado,latitud,longitud,origen,fuente_primaria,edicion_o_anio,confianza
BAR-041,CONFITERIA IDEAL,Bar Notable,Bar Notable,"SUIPACHA 384, CABA",San Nicolas,-34.603924,-58.37949,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-042,CONFITERIA SAINT MORITZ,Bar Notable,Bar Notable,"ESMERALDA 894, CABA",Retiro,-34.597786,-58.3784,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-043,DON JUAN,Bar Notable,Bar Notable,"CAMARONES 2702, CABA",Villa Santa Rita,-34.611192,-58.478216,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-044,EL BUZON,Bar Notable,Bar Notable,"ESQUIU 1393, CABA",Nueva Pompeya,-34.65116,-58.423403,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-045,EL COLECCIONISTA,Bar Notable,Bar Notable,"RIVADAVIA AV. 4929, CABA",Caballito,-34.617422,-58.434687,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-046,EL COLONIAL,Bar Notable,Bar Notable,"BELGRANO AV. 599, CABA",Monserrat,-34.612552,-58.374516,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-047,EL FARO,Bar Notable,Bar Notable,"DE LOS CONSTITUYENTES AV. 4099, CABA",Parque Chas,-34.584925,-58.488592,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-048,EL GATO NEGRO / DON VITORIANO,Bar Notable,Bar Notable,"CORRIENTES AV. 1669, CABA",San Nicolas,-34.604209,-58.390307,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-049,EL PREFERIDO DE PALERMO,Bar Notable,Bar Notable,"BORGES, JORGE LUIS 2108, CABA",Palermo,-34.585456,-58.4253,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-050,EL PROGRESO,Bar Notable,Bar Notable,"MONTES DE OCA, MANUEL AV. 1700, CABA",Barracas,-34.646536,-58.372916,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-051,EL QUERANDI,Bar Notable,Bar Notable,"PERU 302, CABA",Monserrat,-34.611647,-58.374749,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-052,EL SIMBOLO,Bar Notable,Bar Notable,"CORRIENTES AV. 3787, CABA",Almagro,-34.603404,-58.417844,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-053,EL TOKIO,Bar Notable,Bar Notable,"ALVAREZ JONTE AV. 3550, CABA",Villa Santa Rita,-34.612407,-58.491572,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-054,EL VIEJO BUZON,Bar Notable,Bar Notable,"NEUQUEN 1100, CABA",Caballito,-34.615898,-58.448852,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-055,ESQUINA HOMERO MANZI,Bar Notable,Bar Notable,"SAN JUAN AV. 3601, CABA",Boedo,-34.625385,-58.416337,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-056,FLORIDA GARDEN,Bar Notable,Bar Notable,"FLORIDA 899, CABA",Retiro,-34.597613,-58.375352,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-057,HIPOPOTAMO,Bar Notable,Bar Notable,"BRASIL 401, CABA",San Telmo,-34.625331,-58.371288,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-058,HOTEL SAVOY / BAR IMPERIO,Bar Notable,Bar Notable,"CALLAO AV. 181, CABA",San Nicolas,-34.607022,-58.392003,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-059,IBERIA,Bar Notable,Bar Notable,"DE MAYO AV. 1196, CABA",Monserrat,-34.609258,-58.383303,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-060,LA ACADEMIA,Bar Notable,Bar Notable,"CALLAO AV. 368, CABA",Balvanera,-34.604902,-58.392357,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-061,LA BIELA,Bar Notable,Bar Notable,"QUINTANA, MANUEL, PRES. AV. 600, CABA",Recoleta,-34.587834,-58.390761,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-062,LA BUENA MEDIDA,Bar Notable,Bar Notable,"SUAREZ 101, CABA",La Boca,-34.633746,-58.355061,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-063,LA EMBAJADA,Bar Notable,Bar Notable,"SANTIAGO DEL ESTERO 88, CABA",Monserrat,-34.609608,-58.384794,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-064,LA ESQUINA DE ANIBAL TROILO,Bar Notable,Bar Notable,"PARAGUAY 1500, CABA",Recoleta,-34.598398,-58.388093,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-065,LA FARMACIA,Bar Notable,Bar Notable,"DIRECTORIO AV. 2400, CABA",Flores,-34.633541,-58.460605,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-066,LA FLOR DE BARRACAS,Bar Notable,Bar Notable,"SUAREZ AV. 2095, CABA",Barracas,-34.641822,-58.379497,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-067,LA GIRALDA,Bar Notable,Bar Notable,"CORRIENTES AV. 1453, CABA",San Nicolas,-34.604052,-58.387286,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-068,LA NUEVA ANDALUZA,Bar Notable,Bar Notable,"CAMARONES 1412, CABA",Villa Gral. Mitre,-34.603716,-58.462342,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-069,LA PERLA,Bar Notable,Bar Notable,"DON PEDRO DE MENDOZA AV. 1899, CABA",La Boca,-34.639338,-58.361731,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-070,LA POESIA,Bar Notable,Bar Notable,"CHILE 502, CABA",San Telmo,-34.616062,-58.373267,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-071,LA PUERTO RICO,Bar Notable,Bar Notable,"ALSINA, ADOLFO 420, CABA",Monserrat,-34.610196,-58.372381,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-072,LAS VIOLETAS,Bar Notable,Bar Notable,"RIVADAVIA AV. 3899, CABA",Almagro,-34.611314,-58.420777,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-073,LE CARAVELLE,Bar Notable,Bar Notable,"LAVALLE 726, CABA",San Nicolas,-34.602372,-58.377159,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-074,LOS GALGOS,Bar Notable,Bar Notable,"CALLAO AV. 501, CABA",San Nicolas,-34.602955,-58.392326,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-075,LOS LAURELES,Bar Notable,Bar Notable,"IRIARTE, GRAL. AV. 2290, CABA",Barracas,-34.64945,-58.37943,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-076,MIRAMAR,Bar Notable,Bar Notable,"SARANDI 1190, CABA",San Cristobal,-34.622663,-58.393748,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-077,OLIMPO,Bar Notable,Bar Notable,"ARREGUI 5794, CABA",Monte Castro,-34.626752,-58.5183,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-078,PAULIN,Bar Notable,Bar Notable,"SARMIENTO 635, CABA",San Nicolas,-34.604564,-58.375632,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-079,PETIT COLON,Bar Notable,Bar Notable,"LIBERTAD 505, CABA",San Nicolas,-34.602403,-58.38376,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-080,PLAZA BAR,Bar Notable,Bar Notable,"FLORIDA 1005, CABA",Retiro,-34.595775,-58.375112,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-081,SAN BERNARDO,Bar Notable,Bar Notable,"CORRIENTES AV. 5436, CABA",Villa Crespo,-34.597863,-58.441098,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-082,STYLO CAFE,Bar Notable,Bar Notable,"FERNANDEZ DE ENCISO 3934, CABA",Villa Devoto,-34.601354,-58.512648,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-083,THE NEW BRIGHTON,Bar Notable,Bar Notable,"SARMIENTO 645, CABA",San Nicolas,-34.604575,-58.375796,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
BAR-084,VARELA VARELITA,Bar Notable,Bar Notable,"SCALABRINI ORTIZ, RAUL AV. 2102, CABA",Palermo,-34.58764,-58.420109,REFERENTES_2026,https://data.buenosaires.gob.ar/es/dataset/espacios-culturales,2026 (recurso vigente; designación consolidada 2025),alta
MG-0017,Gourmand Food Hall,Mercado/patio,Mercado o patio documentado,,,,,REFERENTES_2026,,2026,sin_resolver
MG-0008,Mercado Bonpland,Mercado/patio,Mercado o patio documentado,Bonpland 1660,,-34.583708,-58.437834,REFERENTES_2026 + dirección documental,,2026,sin_resolver
MG-0002,Mercado de Belgrano,Mercado/patio,Mercado o patio documentado,Av. Juramento 2527,,-34.562848,-58.458147,REFERENTES_2026 + dirección documental,,2026,sin_resolver
MG-0001,Mercado de San Telmo,Mercado/patio,Mercado o patio documentado,Defensa 961,San Telmo,-34.619168,-58.371593,REFERENTES_2026,,2026,alta
MG-0003,Mercado del Progreso,Mercado/patio,Mercado o patio documentado,Av. Rivadavia 5430,,-34.621044,-58.441696,REFERENTES_2026 + dirección documental,,2026,sin_resolver
MG-0013,Mercado San Nicolas,Mercado/patio,Mercado o patio documentado,,,,,REFERENTES_2026,,2026,sin_resolver
MG-0004,Mercat Villa Crespo,Mercado/patio,Mercado o patio documentado,,,,,REFERENTES_2026,,2026,sin_resolver
MG-0011,Patio Costanera Norte,Mercado/patio,Mercado o patio documentado,Avenida Costanera Rafael Obligado 7010,Belgrano,-34.5443,-58.43215,REFERENTES_2026,,2026,alta
MG-0006,Patio de los Lecheros,Mercado/patio,Mercado o patio documentado,Av. Tte. Gral. Donato Alvarez 175,,-34.622968,-58.455206,REFERENTES_2026 + dirección documental,,2026,sin_resolver
MG-0012,Patio Gastronomico Rodrigo Bueno,Mercado/patio,Mercado o patio documentado,Av. Espana 2230,,-34.622974,-58.353717,REFERENTES_2026 + dirección documental,,2026,sin_resolver
MG-0010,Smart Plaza Parque Patricios,Mercado/patio,Mercado o patio documentado,,,,,REFERENTES_2026,,2026,sin_resolver
MIC-001,4ta Pared,MICHELIN,Recomendado/seleccionado,Habana 3499,Villa Devoto,-34.594084,-58.507376,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/4ta-pared,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-020,A Fuego Fuerte,MICHELIN,Recomendado/seleccionado,Bonpland 1670,Palermo,-34.583595,-58.437705,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/a-fuego-fuerte,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-011,Ácido,MICHELIN,Bib Gourmand,Charlone 999,Chacarita,-34.580768,-58.4578,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/acido,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-012,Ajo Negro - Mar de Tapas,MICHELIN,Bib Gourmand,Avenida Córdoba 6237,Chacarita,-34.583019,-58.448034,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ajo-negro-mar-de-tapas,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-019,Alcanfor,MICHELIN,Recomendado/seleccionado,Aguirre 949,Villa Crespo,-34.593746,-58.439242,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/alcanfor,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-013,ANAFE,MICHELIN,Bib Gourmand,Virrey Avilés 3216,Colegiales,-34.573892,-58.458955,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/anafe,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-018,Anchoíta,MICHELIN,Recomendado/seleccionado,Juan Ramírez de Velasco 1520,Chacarita,-34.589461,-58.445298,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/anchoita,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-045,Aramburu,MICHELIN,Dos Estrellas,Vicente López 1661,Recoleta,-34.591981,-58.389545,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/aramburu,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-049,Bis Bistró,MICHELIN,Bib Gourmand,Vicente López 1661 Local 12,Recoleta,-34.591981,-58.389545,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/bis-bistro,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-032,Buri Omakase,MICHELIN,Recomendado/seleccionado,Guatemala 5781,Palermo,-34.578876,-58.433715,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/buri-omakase,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-051,Cabaña Las Lilas,MICHELIN,Recomendado/seleccionado,Avenida Alicia Moreau de Justo 516,Puerto Madero,-34.603631,-58.36706,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/cabana-las-lilas,"selección MICHELIN vigente, consultada el 03-08-2026",alta
MIC-058,Casa Cavia,MICHELIN,Recomendado/seleccionado,Cavia 2985,Palermo,-34.577456,-58.407236,REFERENTES_2026,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/casa-cavia,"selección MICHELIN vigente, consultada el 03-08-2026",alta
