hito_id,nombre,campo,valor_antes,valor_despues,motivo,tarea,fecha
ICO-004,El Puentecito,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-005,El Tropezón,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-006,Estilo Campo,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-007,Happening,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-008,Il Matterello,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-009,La Brigada,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-010,"La Estancia, Asador Criollo",registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-011,Marcelo Restaurante,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-012,Miramar,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-013,Restaurante Oviedo,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-014,Sorrento,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-015,Tancat,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
ICO-016,Zum Edelweiss,registro_oficial,,restaurante_iconico,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H199,Yiyo el Zeneize,registro_oficial,,ley_especifica,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H074,36 BILLARES,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H079,8 ESQUINAS,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H001,9 de Julio,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H006,BAR DEL ALVEAR PALACE HOTEL,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H012,BAR OVIEDO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H013,BAR PLAZA DORREGO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H014,BAR QUINTINO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H015,BAR SEDDON,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H016,BAR SUR,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H018,BOSTON CITY,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H009,Bar El Federal,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H059,Bar Imperio,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H005,Bar de Cao,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H007,Bar del Glorias,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H002,Barbaro,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H019,Britanico,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H024,CAFE DE LOS ANGELITOS,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H029,CAFE PALACIO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H034,CAFE THIBON,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H036,CAFETABAC,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H037,CASA WATSON,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H023,Cafe de la U,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H086,Café Margot,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H027,Café Montecarlo,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H032,Roma del Abasto,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H031,Café Roma,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H035,Café Tortoni,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H022,Café de García,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H038,Celta Bar,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H039,Claridge's,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H043,Confiteria Saint Moritz,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H042,Confitería Ideal,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H025,DON JUAN,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H047,EL COLECCIONISTA,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H008,EL COLONIAL,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H049,EL FARO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H054,EL SIMBOLO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H044,El Banderin,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H046,El Buzón,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H048,El Estano 1880,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H050,El Gato Negro,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H052,El Progreso,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H053,El Querandi,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H055,El Tokio,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H056,El Viejo Buzon,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H057,Esquina Homero Manzi,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H058,FLORIDA GARDEN,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H051,HIPOPOTAMO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H061,LA BIELA,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H065,LA FARMACIA,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H067,LA GIRALDA,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H069,LA PERLA,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H026,LA POESIA,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H070,LA PUERTO RICO,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H071,LAS VIOLETAS,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H075,LOS GALGOS,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H060,La Academia,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H062,La Buena Medida,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H064,La Esquina de Anibal Troilo,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H066,La Flor de Barracas,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H072,Le Caravelle,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H073,London City,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H076,Los Laureles,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H078,Miramar,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H082,PLAZA BAR,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H080,Paulin,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
H081,Petit Colón,registro_oficial,,bar_notable,"DECISIÓN 18: campo de registro oficial para la ficha. Derivado de `tipo`, `reconocimiento` y `patrimonio_norma`, que ya viajaban en la capa.",TAREA_6,2026-08-08
