id_ubicacion,direccion,calle,altura,cuadra,barrio,habilitaciones,firma,pct_sin_fecha,partidas_matriz,direcciones_con_esa_partida,razones_sociales,anios_fuente,direcciones_en_lote,lote
U1DC21,"FALCON, RAMON L.,CNEL. 7115","FALCON, RAMON L.,CNEL.",7115,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,12.0,2025,15,L02
U5F4C7,"FALCON, RAMON L.,CNEL. 7119","FALCON, RAMON L.,CNEL.",7119,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
UC76E6,"FALCON, RAMON L.,CNEL. 7121","FALCON, RAMON L.,CNEL.",7121,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
UDEDCF,"FALCON, RAMON L.,CNEL. 7123","FALCON, RAMON L.,CNEL.",7123,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
U13260,"FALCON, RAMON L.,CNEL. 7129","FALCON, RAMON L.,CNEL.",7129,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
UC4A76,"FALCON, RAMON L.,CNEL. 7131","FALCON, RAMON L.,CNEL.",7131,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
U36A7B,"FALCON, RAMON L.,CNEL. 7135","FALCON, RAMON L.,CNEL.",7135,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
UA72CC,"FALCON, RAMON L.,CNEL. 7137","FALCON, RAMON L.,CNEL.",7137,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
U6754D,"FALCON, RAMON L.,CNEL. 7139","FALCON, RAMON L.,CNEL.",7139,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
UED244,"FALCON, RAMON L.,CNEL. 7145","FALCON, RAMON L.,CNEL.",7145,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
UB0A7D,"FALCON, RAMON L.,CNEL. 7147","FALCON, RAMON L.,CNEL.",7147,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
U01676,"FALCON, RAMON L.,CNEL. 7151","FALCON, RAMON L.,CNEL.",7151,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
U15122,"FALCON, RAMON L.,CNEL. 7155","FALCON, RAMON L.,CNEL.",7155,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,9.0,2025,15,L02
UFF939,"FALCON, RAMON L.,CNEL. 7159","FALCON, RAMON L.,CNEL.",7159,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,15,L02
U62F70,"FALCON, RAMON L.,CNEL. 7165","FALCON, RAMON L.,CNEL.",7165,7100,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,12.0,2025,15,L02
U6CAB7,FLORIDA 727,FLORIDA,727,700,San Nicolas,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,13.0,2025,8,L03
U4FE74,FLORIDA 729,FLORIDA,729,700,San Nicolas,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,13.0,2025,8,L03
U46970,FLORIDA 753,FLORIDA,753,700,San Nicolas,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,12.0,2025,8,L03
UF1897,FLORIDA 755,FLORIDA,755,700,San Nicolas,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,13.0,2025,8,L03
U4C3AE,FLORIDA 771,FLORIDA,771,700,San Nicolas,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,13.0,2025,8,L03
UD1650,FLORIDA 777,FLORIDA,777,700,San Nicolas,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,13.0,2025,8,L03
U76D1D,FLORIDA 783,FLORIDA,783,700,San Nicolas,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,13.0,2025,8,L03
UF20C9,FLORIDA 785,FLORIDA,785,700,San Nicolas,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,16.0,2025,8,L03
U1A162,CORDOBA AV. 532,CORDOBA AV.,532,500,Retiro,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,17.0,2025,4,L04
U6B4C9,CORDOBA AV. 550,CORDOBA AV.,550,500,Retiro,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,14.0,2025,4,L04
UAEDD2,CORDOBA AV. 552,CORDOBA AV.,552,500,Retiro,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,13.0,2025,4,L04
UBB318,CORDOBA AV. 570,CORDOBA AV.,570,500,Retiro,120,"120|Bar:22,Cafe:22,Catering:22,Comida al paso:16,Heladeria:16,Pasteleria:16,Restaurante:6",100.0,2.0,44.0,14.0,2025,4,L04
U63628,"SUAREZ, JOSE LEON 52","SUAREZ, JOSE LEON",52,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,11.0,2025,7,L05
U323A4,"SUAREZ, JOSE LEON 54","SUAREZ, JOSE LEON",54,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,9.0,2025,7,L05
U2FCFC,"SUAREZ, JOSE LEON 56","SUAREZ, JOSE LEON",56,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,9.0,2025,7,L05
U4DBAA,"SUAREZ, JOSE LEON 58","SUAREZ, JOSE LEON",58,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,9.0,2025,7,L05
UCC1CB,"SUAREZ, JOSE LEON 60","SUAREZ, JOSE LEON",60,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,9.0,2025,7,L05
UC74F2,"SUAREZ, JOSE LEON 62","SUAREZ, JOSE LEON",62,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,9.0,2025,7,L05
U021D0,"SUAREZ, JOSE LEON 64","SUAREZ, JOSE LEON",64,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,11.0,2025,7,L05
U04EF6,DEL LIBERTADOR AV. 8520,DEL LIBERTADOR AV.,8520,8500,Nuñez,90,"90|Bar:10,Catering:20,Comida al paso:20,Pasteleria:20,Restaurante:20",100.0,1.0,8.0,1.0,2025,4,L06
UCBFDE,DEL LIBERTADOR AV. 8540,DEL LIBERTADOR AV.,8540,8500,Nuñez,90,"90|Bar:10,Catering:20,Comida al paso:20,Pasteleria:20,Restaurante:20",100.0,1.0,8.0,1.0,2025,4,L06
UC50EC,DEL LIBERTADOR AV. 8560,DEL LIBERTADOR AV.,8560,8500,Nuñez,90,"90|Bar:10,Catering:20,Comida al paso:20,Pasteleria:20,Restaurante:20",100.0,1.0,8.0,1.0,2025,4,L06
U02956,DEL LIBERTADOR AV. 8580,DEL LIBERTADOR AV.,8580,8500,Nuñez,90,"90|Bar:10,Catering:20,Comida al paso:20,Pasteleria:20,Restaurante:20",100.0,1.0,8.0,2.0,2025,4,L06
U72837,BUCARELLI 2179,BUCARELLI,2179,2100,Villa Urquiza,144,"144|Bar:12,Cafe:12,Catering:30,Comida al paso:30,Pizzeria:30,Restaurante:30",100.0,1.0,2.0,1.0,2025,2,L07
U21555,BUCARELLI 2181,BUCARELLI,2181,2100,Villa Urquiza,144,"144|Bar:12,Cafe:12,Catering:30,Comida al paso:30,Pizzeria:30,Restaurante:30",100.0,1.0,2.0,1.0,2025,2,L07
UA0E3E,CUENCA 2679,CUENCA,2679,2600,Villa Del Parque,140,"140|Comida al paso:60,Panaderia:80",100.0,1.0,2.0,1.0,2025,2,L08
U4C605,CUENCA 2685,CUENCA,2685,2600,Villa Del Parque,140,"140|Comida al paso:60,Panaderia:80",100.0,1.0,2.0,1.0,2025,2,L08
UC48B9,DEHEZA 1631,DEHEZA,1631,1600,Nuñez,90,"90|Bar:10,Catering:20,Comida al paso:20,Pasteleria:20,Restaurante:20",100.0,1.0,8.0,1.0,2025,3,L09
U68095,DEHEZA 1651,DEHEZA,1651,1600,Nuñez,90,"90|Bar:10,Catering:20,Comida al paso:20,Pasteleria:20,Restaurante:20",100.0,1.0,8.0,1.0,2025,3,L09
U662AE,DEHEZA 1671,DEHEZA,1671,1600,Nuñez,90,"90|Bar:10,Catering:20,Comida al paso:20,Pasteleria:20,Restaurante:20",100.0,1.0,8.0,1.0,2025,3,L09
UB514C,MONTIEL 23,MONTIEL,23,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,12.0,2025,4,L10
UF32E3,MONTIEL 25,MONTIEL,25,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,4,L10
UA1FBC,MONTIEL 27,MONTIEL,27,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,10.0,2025,4,L10
U551F0,MONTIEL 29,MONTIEL,29,0,Liniers,65,"65|Cafe:30,Comida al paso:5,Heladeria:6,Parrilla:12,Pizzeria:12",100.0,1.0,28.0,12.0,2025,4,L10
U0DB98,"DIAZ, CNEL. AV. 1944","DIAZ, CNEL. AV.",1944,1900,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,15.0,2025,3,L11
UB16CF,"DIAZ, CNEL. AV. 1962","DIAZ, CNEL. AV.",1962,1900,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,13.0,2025,3,L11
UA0AE9,"DIAZ, CNEL. AV. 1998","DIAZ, CNEL. AV.",1998,1900,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025,3,L11
U1B4EB,ARENALES 3360,ARENALES,3360,3300,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,13.0,2025,3,L12
UC6737,ARENALES 3370,ARENALES,3370,3300,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,13.0,2025,3,L12
U8BE5E,ARENALES 3390,ARENALES,3390,3300,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025,3,L12
UF1709,NOGOYA 3202,NOGOYA,3202,3200,Villa Del Parque,100,"100|Cafe:30,Catering:30,Comida al paso:10,Heladeria:30",100.0,1.0,3.0,1.0,2025,2,L13
U2DC62,NOGOYA 3206,NOGOYA,3206,3200,Villa Del Parque,100,"100|Cafe:30,Catering:30,Comida al paso:10,Heladeria:30",100.0,1.0,3.0,1.0,2025,2,L13
U83E55,3 DE FEBRERO 2770,3 DE FEBRERO,2770,2700,Belgrano,96,"96|Bar:24,Cafe:24,Catering:24,Restaurante:24",100.0,1.0,2.0,1.0,2025,2,L14
UB2ED6,3 DE FEBRERO 2772,3 DE FEBRERO,2772,2700,Belgrano,96,"96|Bar:24,Cafe:24,Catering:24,Restaurante:24",100.0,1.0,2.0,1.0,2025,2,L14
UC6AA3,SOLER 5608,SOLER,5608,5600,Palermo,63,"63|Bar:21,Cafe:21,Restaurante:21",100.0,1.0,3.0,1.0,2025,3,L15
U778A6,SOLER 5610,SOLER,5610,5600,Palermo,63,"63|Bar:21,Cafe:21,Restaurante:21",100.0,1.0,3.0,1.0,2025,3,L15
UD3C30,SOLER 5612,SOLER,5612,5600,Palermo,63,"63|Bar:21,Cafe:21,Restaurante:21",100.0,1.0,3.0,1.0,2025,3,L15
U3E99A,SANTA FE AV. 3251,SANTA FE AV.,3251,3200,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025,2,L16
U07C55,SANTA FE AV. 3253,SANTA FE AV.,3253,3200,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025,2,L16
U0FDFA,AZCUENAGA 2085,AZCUENAGA,2085,2000,Recoleta,28,"28|Cafe:7,Catering:7,Comida al paso:7,Heladeria:7",100.0,1.0,9.0,3.0,2025,6,L17
UB53A9,AZCUENAGA 2087,AZCUENAGA,2087,2000,Recoleta,28,"28|Cafe:7,Catering:7,Comida al paso:7,Heladeria:7",100.0,1.0,9.0,3.0,2025,6,L17
U556B4,AZCUENAGA 2091,AZCUENAGA,2091,2000,Recoleta,28,"28|Cafe:7,Catering:7,Comida al paso:7,Heladeria:7",100.0,1.0,9.0,3.0,2025,6,L17
UD698E,AZCUENAGA 2093,AZCUENAGA,2093,2000,Recoleta,28,"28|Cafe:7,Catering:7,Comida al paso:7,Heladeria:7",100.0,1.0,9.0,3.0,2025,6,L17
U61679,AZCUENAGA 2095,AZCUENAGA,2095,2000,Recoleta,28,"28|Cafe:7,Catering:7,Comida al paso:7,Heladeria:7",100.0,1.0,9.0,3.0,2025,6,L17
U81E2A,AZCUENAGA 2097,AZCUENAGA,2097,2000,Recoleta,28,"28|Cafe:7,Catering:7,Comida al paso:7,Heladeria:7",100.0,1.0,9.0,3.0,2025,6,L17
U9269C,ARENALES 3367,ARENALES,3367,3300,Palermo,82,"82|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Parrilla:16,Restaurante:10",100.0,1.0,34.0,2.0,2025,2,L18
U6F2EA,ARENALES 3395,ARENALES,3395,3300,Palermo,82,"82|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Parrilla:16,Restaurante:10",100.0,1.0,34.0,4.0,2025,2,L18
U238DB,"CORRO, MIGUEL C. DEL, CANONIGO AV. 356","CORRO, MIGUEL C. DEL, CANONIGO AV.",356,300,Villa Luro,80,"80|Bar:20,Cafe:20,Catering:20,Heladeria:20",100.0,1.0,2.0,1.0,2025,2,L19
U9237E,"CORRO, MIGUEL C. DEL, CANONIGO AV. 358","CORRO, MIGUEL C. DEL, CANONIGO AV.",358,300,Villa Luro,80,"80|Bar:20,Cafe:20,Catering:20,Heladeria:20",100.0,1.0,2.0,1.0,2025,2,L19
U84FBA,REPUBLICA ARABE SIRIA 3328,REPUBLICA ARABE SIRIA,3328,3300,Palermo,77,"77|Bar:7,Cafe:7,Catering:7,Comida al paso:14,Parrilla:14,Pizzeria:14,Restaurante:14",100.0,1.0,2.0,1.0,2025,2,L20
U7A9A5,REPUBLICA ARABE SIRIA 3330,REPUBLICA ARABE SIRIA,3330,3300,Palermo,77,"77|Bar:7,Cafe:7,Catering:7,Comida al paso:14,Parrilla:14,Pizzeria:14,Restaurante:14",100.0,1.0,2.0,1.0,2025,2,L20
UF6AB5,TALCAHUANO 1063,TALCAHUANO,1063,1000,Retiro,72,"72|Comida al paso:36,Heladeria:36",100.0,1.0,2.0,1.0,2025,2,L21
U92AFB,TALCAHUANO 1065,TALCAHUANO,1065,1000,Retiro,72,"72|Comida al paso:36,Heladeria:36",100.0,1.0,2.0,1.0,2025,2,L21
U2E0EA,GODOY CRUZ 1853,GODOY CRUZ,1853,1800,Palermo,70,"70|Bar:14,Cafe:14,Catering:14,Pasteleria:14,Restaurante:14",100.0,1.0,2.0,1.0,2025,2,L22
UE909D,GODOY CRUZ 1855,GODOY CRUZ,1855,1800,Palermo,70,"70|Bar:14,Cafe:14,Catering:14,Pasteleria:14,Restaurante:14",100.0,1.0,2.0,1.0,2025,2,L22
UEB217,"PEDRAZA, MANUELA 2177","PEDRAZA, MANUELA",2177,2100,Nuñez,66,"66|Cafe:33,Restaurante:33",100.0,1.0,2.0,1.0,2025,2,L23
UC9B69,"PEDRAZA, MANUELA 2179","PEDRAZA, MANUELA",2179,2100,Nuñez,66,"66|Cafe:33,Restaurante:33",100.0,1.0,2.0,1.0,2025,2,L23
UA1F74,HONDURAS 4308,HONDURAS,4308,4300,Palermo,64,"64|Bar:16,Cafe:16,Catering:16,Restaurante:16",100.0,1.0,3.0,1.0,2025,2,L24
U4B849,HONDURAS 4318,HONDURAS,4318,4300,Palermo,64,"64|Bar:16,Cafe:16,Catering:16,Restaurante:16",100.0,1.0,3.0,1.0,2025,2,L24
U20F25,ENTRE RIOS AV. 648,ENTRE RIOS AV.,648,600,Monserrat,64,"64|Comida al paso:32,Panaderia:32",100.0,1.0,2.0,1.0,2025,2,L25
UDBF9B,ENTRE RIOS AV. 650,ENTRE RIOS AV.,650,600,Monserrat,64,"64|Comida al paso:32,Panaderia:32",100.0,1.0,2.0,1.0,2025,2,L25
U7251D,HONDURAS 4731,HONDURAS,4731,4700,Palermo,64,"64|Bar:16,Cafe:8,Catering:8,Parrilla:8,Pasteleria:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025,2,L26
U4527A,HONDURAS 4733,HONDURAS,4733,4700,Palermo,64,"64|Bar:16,Cafe:8,Catering:8,Parrilla:8,Pasteleria:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025,2,L26
U28660,SANTA FE AV. 4502,SANTA FE AV.,4502,4500,Palermo,64,"64|Comida al paso:32,Panaderia:32",100.0,1.0,2.0,1.0,2025,2,L27
U5D94F,SANTA FE AV. 4504,SANTA FE AV.,4504,4500,Palermo,64,"64|Comida al paso:32,Panaderia:32",100.0,1.0,2.0,1.0,2025,2,L27
U1B10B,SAN MARTIN AV. 5883,SAN MARTIN AV.,5883,5800,Agronomia,42,"42|Bar:14,Cafe:14,Restaurante:14",100.0,1.0,3.0,1.0,2025,3,L28
UB07CD,SAN MARTIN AV. 5885,SAN MARTIN AV.,5885,5800,Agronomia,42,"42|Bar:14,Cafe:14,Restaurante:14",100.0,1.0,3.0,1.0,2025,3,L28
U6E329,SAN MARTIN AV. 5887,SAN MARTIN AV.,5887,5800,Agronomia,42,"42|Bar:14,Cafe:14,Restaurante:14",100.0,1.0,3.0,1.0,2025,3,L28
UB85EF,POSADAS 1030,POSADAS,1030,1000,Retiro,60,"60|Bar:12,Cafe:12,Catering:12,Parrilla:12,Restaurante:12",100.0,1.0,2.0,1.0,2025,2,L29
U04F8C,POSADAS 1032,POSADAS,1032,1000,Retiro,60,"60|Bar:12,Cafe:12,Catering:12,Parrilla:12,Restaurante:12",100.0,1.0,2.0,1.0,2025,2,L29
U8CB94,NUÑEZ 1648,NUÑEZ,1648,1600,Nuñez,55,"55|Bar:10,Cafe:10,Catering:10,Parrilla:5,Pizzeria:10,Restaurante:10",100.0,1.0,2.0,1.0,2025,2,L30
UFFF22,NUÑEZ 1650,NUÑEZ,1650,1600,Nuñez,55,"55|Bar:10,Cafe:10,Catering:10,Parrilla:5,Pizzeria:10,Restaurante:10",100.0,1.0,2.0,1.0,2025,2,L30
UA4A5F,LARRAZABAL 3541,LARRAZABAL,3541,3500,Villa Lugano,54,"54|Comida al paso:18,Panaderia:36",100.0,1.0,2.0,1.0,2025,2,L31
U145A6,LARRAZABAL 3543,LARRAZABAL,3543,3500,Villa Lugano,54,"54|Comida al paso:18,Panaderia:36",100.0,1.0,2.0,1.0,2025,2,L31
UCE88F,ASAMBLEA AV. 2295,ASAMBLEA AV.,2295,2200,Flores,50,"50|Bar:10,Cafe:5,Catering:5,Comida al paso:5,Heladeria:5,Parrilla:5,Pasteleria:5,Pizzeria:5,Restaurante:5",100.0,1.0,3.0,1.0,2025,2,L32
UE71C1,ASAMBLEA AV. 2299,ASAMBLEA AV.,2299,2200,Flores,50,"50|Bar:10,Cafe:5,Catering:5,Comida al paso:5,Heladeria:5,Parrilla:5,Pasteleria:5,Pizzeria:5,Restaurante:5",100.0,1.0,3.0,1.0,2025,2,L32
UD437B,CALLAO AV. 1090,CALLAO AV.,1090,1000,Recoleta,48,"48|Bar:12,Cafe:6,Catering:6,Comida al paso:6,Heladeria:6,Pasteleria:6,Restaurante:6",100.0,1.0,4.0,1.0,2025,2,L33
U6154F,CALLAO AV. 1096,CALLAO AV.,1096,1000,Recoleta,48,"48|Bar:12,Cafe:6,Catering:6,Comida al paso:6,Heladeria:6,Pasteleria:6,Restaurante:6",100.0,1.0,4.0,1.0,2025,2,L33
UF9814,ALVAREZ JONTE AV. 4871,ALVAREZ JONTE AV.,4871,4800,Monte Castro,39,"39|Bar:13,Cafe:13,Panaderia:13",100.0,1.0,2.0,1.0,2025,2,L34
UF84C8,ALVAREZ JONTE AV. 4873,ALVAREZ JONTE AV.,4873,4800,Monte Castro,39,"39|Bar:13,Cafe:13,Panaderia:13",100.0,1.0,2.0,1.0,2025,2,L34
U4650E,"JUSTO, JUAN B. AV. 1241","JUSTO, JUAN B. AV.",1241,1200,Palermo,33,"33|Catering:22,Panaderia:11",100.0,1.0,2.0,1.0,2025,2,L35
UBCF47,"JUSTO, JUAN B. AV. 1243","JUSTO, JUAN B. AV.",1243,1200,Palermo,33,"33|Catering:22,Panaderia:11",100.0,1.0,2.0,1.0,2025,2,L35
U8C34E,GUAMINI 4936,GUAMINI,4936,4900,Villa Riachuelo,32,"32|Comida al paso:16,Panaderia:16",100.0,1.0,2.0,1.0,2025,2,L36
U9CD2D,GUAMINI 4938,GUAMINI,4938,4900,Villa Riachuelo,32,"32|Comida al paso:16,Panaderia:16",100.0,1.0,2.0,1.0,2025,2,L36
UCFB3A,LAVALLE 795,LAVALLE,795,700,San Nicolas,30,"30|Bar:6,Cafe:3,Catering:3,Comida al paso:3,Heladeria:3,Parrilla:3,Pasteleria:3,Pizzeria:3,Restaurante:3",100.0,1.0,2.0,1.0,2025,2,L37
U78110,LAVALLE 799,LAVALLE,799,700,San Nicolas,30,"30|Bar:6,Cafe:3,Catering:3,Comida al paso:3,Heladeria:3,Parrilla:3,Pasteleria:3,Pizzeria:3,Restaurante:3",100.0,1.0,2.0,1.0,2025,2,L37
UE47EB,"SCALABRINI ORTIZ, RAUL AV. 622","SCALABRINI ORTIZ, RAUL AV.",622,600,Villa Crespo,30,"30|Bar:6,Cafe:6,Catering:6,Comida al paso:6,Restaurante:6",100.0,1.0,2.0,1.0,2025,2,L38
U40E4F,"SCALABRINI ORTIZ, RAUL AV. 626","SCALABRINI ORTIZ, RAUL AV.",626,600,Villa Crespo,30,"30|Bar:6,Cafe:6,Catering:6,Comida al paso:6,Restaurante:6",100.0,1.0,2.0,1.0,2025,2,L38
UF5298,JUNIN 1960,JUNIN,1960,1900,Recoleta,28,"28|Cafe:7,Catering:7,Comida al paso:7,Heladeria:7",100.0,1.0,9.0,3.0,2025,2,L39
U13BF6,JUNIN 1962,JUNIN,1962,1900,Recoleta,28,"28|Cafe:7,Catering:7,Comida al paso:7,Heladeria:7",100.0,1.0,9.0,3.0,2025,2,L39
